------------------------------------------------------------------------------
|      Name|   Arrival|     Burst|     Start|    Finish|   Waiting|TurnAround|
|       524|       536|       335|    119718|    117185|    116314|    116649|
|       443|       537|       196|    120053|     42096|     41363|     41559|
|       513|       537|       317|    120249|    103487|    102633|    102950|
|       448|       539|       246|    120566|     63055|     62270|     62516|
|       459|       539|        11|    120812|       575|        25|        36|
|       530|       539|       104|    120823|     11742|     11099|     11203|
|       446|       541|       107|    120927|     12165|     11517|     11624|
|       538|       541|       454|    121034|    207199|    206204|    206658|
|       457|       543|       144|    121488|     23493|     22806|     22950|
|       485|       543|       120|    121632|     15368|     14705|     14825|
|       496|       545|       125|    121752|     17085|     16415|     16540|
|       501|       545|       436|    121877|    194717|    193736|    194172|
|       463|       546|        74|    122313|      5917|      5297|      5371|
|       476|       546|       377|    122387|    146168|    145245|    145622|
|       481|       547|       327|    122764|    111564|    110690|    111017|
|       522|       547|        68|    123091|      4575|      3960|      4028|
|       541|       548|       150|    123159|     25553|     24855|     25005|
|       487|       549|       416|    123309|    174732|    173767|    174183|
|       475|       551|         9|    123725|       564|         4|        13|
|       520|       551|       481|    123734|    226879|    225847|    226328|
|       535|       554|        18|    124215|       593|        21|        39|
|       474|       555|       427|    124233|    186952|    185970|    186397|
|       514|       557|       245|    124660|     62072|     61270|     61515|
